key,fare_amount
2015-01-27 13:08:24.0000002,11.284282
2015-01-27 13:08:24.0000003,11.284636
2011-10-08 11:53:44.0000002,11.284386
2012-12-01 21:12:12.0000002,11.284224
2012-12-01 21:12:12.0000003,11.284052
2012-12-01 21:12:12.0000005,11.284278
2011-10-06 12:10:20.0000001,11.284213
2011-10-06 12:10:20.0000003,11.285321
2011-10-06 12:10:20.0000002,11.284714
2014-02-18 15:22:20.0000002,11.284242
2014-02-18 15:22:20.0000003,11.284459
2014-02-18 15:22:20.0000001,11.28448
2010-03-29 20:20:32.0000002,11.284466
2010-03-29 20:20:32.0000001,11.284241
2011-10-06 03:59:12.0000002,11.284566
2011-10-06 03:59:12.0000001,11.284422
2012-07-15 16:45:04.0000006,11.284515
2012-07-15 16:45:04.0000002,11.284108
2012-07-15 16:45:04.0000003,11.2842865
2012-07-15 16:45:04.0000004,11.284345
2014-10-29 02:09:56.0000001,11.284878
2014-06-14 13:39:00.00000010,11.284293
2014-06-14 13:39:00.00000060,11.284491
2014-06-14 13:39:00.00000087,11.2843685
2014-06-14 13:39:00.00000050,11.284292
2014-06-14 13:39:00.0000003,11.284283
2014-06-14 13:39:00.000000158,11.284633
2014-06-14 13:39:00.00000015,11.284526
2014-06-14 13:39:00.00000073,11.28418
2014-06-14 13:39:00.00000077,11.284453
2014-06-14 13:39:00.000000145,11.284221
2014-06-14 13:39:00.00000079,11.28447
2014-06-14 13:39:00.000000121,11.28429
2014-06-14 13:39:00.00000021,11.284026
2014-06-14 13:39:00.0000005,11.284156
2014-06-14 13:39:00.000000165,11.284441
2014-06-14 13:39:00.000000184,11.284411
2014-06-14 13:39:00.00000059,11.284474
2014-06-14 13:39:00.00000070,11.284429
2014-06-14 13:39:00.00000068,11.284117
2014-06-14 13:39:00.000000133,11.28438
2014-06-14 13:39:00.000000128,11.284397
2014-06-14 13:39:00.000000136,11.284782
2014-06-14 13:39:00.00000017,11.284402
2014-06-14 13:39:00.000000111,11.284341
2014-06-14 13:39:00.000000115,11.284166
2014-06-14 13:39:00.000000168,11.284565
2014-06-14 13:39:00.00000031,11.284183
2014-06-14 13:39:00.000000116,11.284607
2014-06-14 13:39:00.00000051,11.284491
2014-06-14 13:39:00.000000193,11.284687
2014-06-14 13:39:00.000000132,11.284429
2014-06-14 13:39:00.000000167,11.284639
2014-06-14 13:39:00.00000044,11.284266
2014-06-14 13:39:00.000000138,11.284556
2014-06-14 13:39:00.00000066,11.284246
2014-06-14 13:39:00.00000063,11.284181
2014-06-14 13:39:00.000000154,11.2843
2014-06-14 13:39:00.00000097,11.284301
2014-06-14 13:39:00.00000067,11.284234
2014-06-14 13:39:00.000000179,11.28497
2014-06-14 13:39:00.00000092,11.284179
2014-06-14 13:39:00.00000029,11.284381
2014-06-14 13:39:00.000000177,11.284501
2014-06-14 13:39:00.000000192,11.284432
2014-06-14 13:39:00.000000181,11.2841
2014-06-14 13:39:00.000000120,11.284443
2014-06-14 13:39:00.0000008,11.284266
2014-06-14 13:39:00.000000103,11.284442
2014-06-14 13:39:00.00000049,11.284224
2014-06-14 13:39:00.000000108,11.28461
2014-06-14 13:39:00.00000072,11.284246
2014-06-14 13:39:00.000000182,11.284441
2014-06-14 13:39:00.00000061,11.284353
2014-06-14 13:39:00.00000093,11.284353
2014-06-14 13:39:00.000000170,11.284173
2014-06-14 13:39:00.000000147,11.285477
2014-06-14 13:39:00.000000140,11.284223
2014-06-14 13:39:00.000000159,11.284225
2014-06-14 13:39:00.00000012,11.284201
2014-06-14 13:39:00.00000025,11.284719
2014-06-14 13:39:00.000000156,11.284189
2014-06-14 13:39:00.000000152,11.284371
2014-06-14 13:39:00.000000129,11.284634
2014-06-14 13:39:00.000000119,11.28436
2014-06-14 13:39:00.000000118,11.284125
2014-06-14 13:39:00.00000076,11.284394
2014-06-14 13:39:00.000000135,11.284382
2014-06-14 13:39:00.00000023,11.284792
2014-06-14 13:39:00.00000082,11.284285
2014-06-14 13:39:00.000000125,11.284481
2014-06-14 13:39:00.00000075,11.284412
2014-06-14 13:39:00.000000124,11.284492
2014-06-14 13:39:00.000000172,11.284305
2014-06-14 13:39:00.00000024,11.284138
2014-06-14 13:39:00.000000169,11.283961
2014-06-14 13:39:00.00000052,11.284765
2014-06-14 13:39:00.000000161,11.284516
2014-06-14 13:39:00.00000038,11.284348
2014-06-14 13:39:00.00000035,11.284125
2014-06-14 13:39:00.00000053,11.284187
2014-06-14 13:39:00.000000183,11.284442
2014-06-14 13:39:00.000000131,11.285338
2014-06-14 13:39:00.000000180,11.284418
2014-06-14 13:39:00.000000130,11.284503
2014-06-14 13:39:00.00000032,11.284042
2014-06-14 13:39:00.000000148,11.284303
2014-06-14 13:39:00.0000007,11.28448
2014-06-14 13:39:00.00000095,11.284445
2014-06-14 13:39:00.000000144,11.284456
2014-06-14 13:39:00.000000141,11.285525
2014-06-14 13:39:00.000000162,11.284319
2014-06-14 13:39:00.00000018,11.2844715
2014-06-14 13:39:00.00000054,11.284605
2014-06-14 13:39:00.00000040,11.284186
2014-06-14 13:39:00.00000096,11.284143
2014-06-14 13:39:00.00000055,11.284334
2014-06-14 13:39:00.000000109,11.284124
2014-06-14 13:39:00.000000151,11.284485
2014-06-14 13:39:00.00000016,11.2843685
2014-06-14 13:39:00.00000062,11.284119
2014-06-14 13:39:00.000000191,11.284414
2014-06-14 13:39:00.00000034,11.28417
2014-06-14 13:39:00.000000160,11.284348
2014-06-14 13:39:00.00000013,11.284156
2014-06-14 13:39:00.000000188,11.284618
2014-06-14 13:39:00.00000086,11.284275
2014-06-14 13:39:00.000000185,11.28458
2014-06-14 13:39:00.00000074,11.284592
2014-06-14 13:39:00.00000022,11.284347
2014-06-14 13:39:00.00000036,11.2842655
2014-06-14 13:39:00.000000126,11.284253
2014-06-14 13:39:00.000000190,11.284287
2014-06-14 13:39:00.00000042,11.284353
2014-06-14 13:39:00.000000178,11.284498
2014-06-14 13:39:00.000000163,11.284266
2014-06-14 13:39:00.00000020,11.284513
2014-06-14 13:39:00.00000098,11.284235
2014-06-14 13:39:00.000000114,11.28463
2014-06-14 13:39:00.00000045,11.284466
2014-06-14 13:39:00.00000094,11.284274
2014-06-14 13:39:00.000000146,11.284769
2014-06-14 13:39:00.00000033,11.284308
2014-06-14 13:39:00.000000143,11.284632
2014-06-14 13:39:00.000000107,11.284234
2014-06-14 13:39:00.00000048,11.284344
2014-06-14 13:39:00.00000043,11.284182
2014-06-14 13:39:00.000000123,11.284439
2014-06-14 13:39:00.000000134,11.284027
2014-06-14 13:39:00.000000142,11.2842865
2014-06-14 13:39:00.000000122,11.284439
2014-06-14 13:39:00.000000176,11.284331
2011-12-12 09:42:12.0000004,11.284495
2011-12-12 09:42:12.0000002,11.283927
2011-12-12 09:42:12.0000001,11.284441
2011-12-12 09:42:12.0000003,11.284603
2011-12-12 09:42:12.0000005,11.284218
2013-06-27 00:20:40.0000001,11.284019
2013-06-27 00:20:40.0000003,11.2843075
2009-02-20 13:34:16.0000001,11.284345
2009-02-20 13:34:16.0000002,11.284591
2009-02-20 13:34:16.0000003,11.284326
2010-08-22 21:14:08.0000001,11.284235
2010-08-22 21:14:08.0000005,11.284317
2010-08-22 21:14:08.0000003,11.284608
2010-08-22 21:14:08.0000002,11.2844305
2012-08-06 08:58:08.0000002,11.284692
2012-08-06 08:58:08.0000001,11.284445
2013-11-04 08:34:12.0000003,11.284145
2013-11-04 08:34:12.0000001,11.284511
2013-11-04 08:34:12.0000002,11.284219
2011-06-24 20:34:48.0000002,11.284318
2011-06-24 20:34:48.0000001,11.284539
2011-03-28 20:38:36.0000003,11.284399
2011-03-28 20:38:36.0000004,11.283878
2011-03-28 20:38:36.0000002,11.2842655
2011-08-14 20:36:28.0000004,11.284537
2011-08-14 20:36:28.0000001,11.284366
2011-08-14 20:36:28.0000003,11.284515
2011-08-14 20:36:28.0000002,11.284291
2015-02-21 15:52:44.0000004,11.284299
2015-02-21 15:52:44.0000003,11.284489
2015-02-21 15:52:44.0000002,11.28485
2015-02-21 15:52:44.0000001,11.284499
2013-01-29 11:29:52.0000001,11.284416
2014-09-12 19:03:48.0000001,11.2844095
2013-11-09 18:52:40.0000004,11.284652
2013-11-09 18:52:40.0000002,11.284387
2013-04-25 16:10:04.0000001,11.284787
2013-04-25 16:10:04.0000002,11.284353
2013-09-07 14:37:52.0000001,11.283851
2013-09-07 14:37:52.0000002,11.284649
2013-09-07 14:37:52.0000003,11.284415
2011-05-21 13:16:20.0000004,11.284209
2011-05-21 13:16:20.0000001,11.2843895
2011-05-21 13:16:20.0000003,11.284599
2011-11-25 16:36:24.0000002,11.28448
2011-11-25 16:36:24.0000001,11.284542
2015-01-31 20:54:04.0000001,11.284492
2010-11-01 23:31:28.0000002,11.2844715
2010-11-01 23:31:28.0000001,11.284261
2010-11-01 23:31:28.0000003,11.284616
2011-03-24 15:57:04.0000003,11.284423
2011-03-24 15:57:04.0000001,11.284226
2010-05-10 10:37:04.0000005,11.28439
2010-05-10 10:37:04.0000002,11.284342
2010-05-10 10:37:04.0000003,11.284709
2010-05-10 10:37:04.0000006,11.284382
2012-06-09 16:53:44.0000002,11.284257
2012-08-22 22:39:20.0000003,11.284261
2012-08-22 22:39:20.0000001,11.284443
2012-12-23 02:29:16.0000001,11.284556
2012-06-30 15:55:12.0000004,11.284417
2012-06-30 15:55:12.0000002,11.284362
2012-06-30 15:55:12.0000003,11.2844925
2012-06-30 15:55:12.0000001,11.284371
2011-10-02 23:36:00.00000056,11.284382
2011-10-02 23:36:00.00000086,11.28505
2011-10-02 23:36:00.00000081,11.285068
2011-10-02 23:36:00.0000009,11.284138
2011-10-02 23:36:00.00000041,11.284488
2011-10-02 23:36:00.00000091,11.284536
2011-10-02 23:36:00.0000008,11.28417
2011-10-02 23:36:00.00000015,11.284229
2011-10-02 23:36:00.00000014,11.284214
2011-10-02 23:36:00.00000047,11.284407
2011-10-02 23:36:00.00000076,11.284495
2011-10-02 23:36:00.00000011,11.284373
2011-10-02 23:36:00.00000075,11.284593
2011-10-02 23:36:00.00000035,11.284642
2011-10-02 23:36:00.00000099,11.285122
2011-10-02 23:36:00.00000062,11.2843
2011-10-02 23:36:00.00000085,11.284599
2011-10-02 23:36:00.00000043,11.283727
2011-10-02 23:36:00.00000071,11.284555
2011-10-02 23:36:00.00000023,11.284237
2011-10-02 23:36:00.00000092,11.284682
2011-10-02 23:36:00.00000037,11.284441
2011-10-02 23:36:00.00000083,11.284357
2011-10-02 23:36:00.00000054,11.284607
2011-10-02 23:36:00.00000073,11.28442
2011-10-02 23:36:00.0000005,11.2844
2011-10-02 23:36:00.00000095,11.284132
2011-10-02 23:36:00.00000088,11.283743
2011-10-02 23:36:00.00000030,11.28435
2011-10-02 23:36:00.0000007,11.284108
2011-10-02 23:36:00.00000013,11.284275
2011-10-02 23:36:00.00000065,11.284233
2011-10-02 23:36:00.00000089,11.285304
2011-10-02 23:36:00.00000096,11.284567
2011-10-02 23:36:00.00000039,11.284345
2011-10-02 23:36:00.00000038,11.284235
2011-10-02 23:36:00.00000067,11.284441
2011-10-02 23:36:00.00000077,11.28439
2011-10-02 23:36:00.00000020,11.285115
2011-10-02 23:36:00.00000063,11.2843075
2011-10-02 23:36:00.00000012,11.284413
2011-10-02 23:36:00.00000058,11.284276
2011-10-02 23:36:00.00000026,11.284747
2011-10-02 23:36:00.00000074,11.284772
2011-10-02 23:36:00.00000059,11.281608
2011-10-02 23:36:00.00000090,11.284657
2011-10-02 23:36:00.0000004,11.284228
2011-10-02 23:36:00.0000003,11.284485
2011-10-02 23:36:00.00000021,11.284688
2011-10-02 23:36:00.00000097,11.284632
2011-10-02 23:36:00.00000036,11.284377
2011-10-02 23:36:00.00000024,11.284516
2011-10-02 23:36:00.00000082,11.285325
2011-10-02 23:36:00.000000100,11.284337
2011-10-02 23:36:00.00000040,11.284568
2011-10-02 23:36:00.00000022,11.284268
2013-03-21 12:47:28.0000006,11.284361
2013-03-21 12:47:28.0000008,11.284107
2013-03-21 12:47:28.0000003,11.284276
2013-03-21 12:47:28.0000005,11.284186
2013-03-21 12:47:28.0000002,11.284368
2013-06-07 03:02:56.0000002,11.285127
2013-06-07 03:02:56.0000001,11.284293
2010-09-05 22:31:32.0000002,11.283932
2013-07-12 23:33:24.0000001,11.284223
2009-12-03 02:32:08.0000001,11.284529
2009-10-15 03:50:36.0000001,11.284686
2011-09-25 22:36:32.0000002,11.284521
2011-09-25 22:36:32.0000001,11.2845955
2015-06-08 20:02:56.0000001,11.284323
2014-07-16 08:03:32.0000002,11.284444
2014-07-16 08:03:32.0000001,11.28366
2011-12-15 13:14:32.0000002,11.284641
2011-12-15 13:14:32.0000001,11.284413
2011-10-11 22:13:48.0000002,11.284575
2011-10-11 22:13:48.0000005,11.284544
2011-10-11 22:13:48.0000003,11.284448
2013-09-14 16:53:20.0000001,11.284314
2013-09-14 16:53:20.0000002,11.284399
2014-02-06 09:09:56.0000004,11.284292
2014-02-06 09:09:56.0000003,11.284158
2014-02-06 09:09:56.0000001,11.284441
2009-06-10 16:55:00.00000081,11.28422
2009-06-10 16:55:00.00000029,11.284375
2009-06-10 16:55:00.000000109,11.284386
2009-06-10 16:55:00.00000098,11.285367
2009-06-10 16:55:00.00000054,11.284648
2009-06-10 16:55:00.00000021,11.284821
2009-06-10 16:55:00.00000012,11.284276
2009-06-10 16:55:00.00000033,11.2843
2009-06-10 16:55:00.00000024,11.284174
2009-06-10 16:55:00.00000099,11.284124
2009-06-10 16:55:00.0000009,11.284236
2009-06-10 16:55:00.000000158,11.284452
2009-06-10 16:55:00.000000141,11.284364
2009-06-10 16:55:00.00000093,11.284492
2009-06-10 16:55:00.000000161,11.284466
2009-06-10 16:55:00.00000088,11.284271
2009-06-10 16:55:00.0000003,11.284547
2009-06-10 16:55:00.00000018,11.284235
2009-06-10 16:55:00.00000047,11.284103
2009-06-10 16:55:00.000000154,11.284349
2009-06-10 16:55:00.000000131,11.28444
2009-06-10 16:55:00.00000046,11.284531
2009-06-10 16:55:00.0000004,11.284496
2009-06-10 16:55:00.000000107,11.284429
2009-06-10 16:55:00.000000114,11.284189
2009-06-10 16:55:00.000000117,11.284306
2009-06-10 16:55:00.000000162,11.284151
2009-06-10 16:55:00.00000049,11.284326
2009-06-10 16:55:00.00000069,11.284105
2009-06-10 16:55:00.000000111,11.284388
2009-06-10 16:55:00.00000083,11.284057
2009-06-10 16:55:00.000000166,11.284409
2009-06-10 16:55:00.000000135,11.284422
2009-06-10 16:55:00.00000044,11.284436
2009-06-10 16:55:00.00000085,11.284398
2009-06-10 16:55:00.000000115,11.284291
2009-06-10 16:55:00.000000108,11.284229
2009-06-10 16:55:00.00000034,11.284285
2009-06-10 16:55:00.00000060,11.284383
2009-06-10 16:55:00.000000120,11.28405
2009-06-10 16:55:00.000000174,11.284207
2009-06-10 16:55:00.0000007,11.284091
2009-06-10 16:55:00.000000159,11.284603
2009-06-10 16:55:00.000000171,11.284232
2009-06-10 16:55:00.000000145,11.284155
2009-06-10 16:55:00.00000074,11.284502
2009-06-10 16:55:00.000000138,11.284351
2009-06-10 16:55:00.00000048,11.284552
2009-06-10 16:55:00.000000101,11.284498
2009-06-10 16:55:00.000000153,11.284311
2009-06-10 16:55:00.0000002,11.284423
2009-06-10 16:55:00.00000037,11.2842245
2009-06-10 16:55:00.000000151,11.284546
2009-06-10 16:55:00.000000127,11.284306
2009-06-10 16:55:00.000000144,11.285753
2009-06-10 16:55:00.000000165,11.284589
2009-06-10 16:55:00.0000008,11.284227
2009-06-10 16:55:00.000000122,11.284369
2009-06-10 16:55:00.00000055,11.284462
2009-06-10 16:55:00.00000079,11.284288
2009-06-10 16:55:00.00000016,11.284763
2009-06-10 16:55:00.000000160,11.284091
2009-06-10 16:55:00.000000139,11.284373
2009-06-10 16:55:00.00000075,11.284496
2009-06-10 16:55:00.00000017,11.284508
2009-06-10 16:55:00.00000070,11.284556
2009-06-10 16:55:00.000000118,11.28415
2009-06-10 16:55:00.00000066,11.284383
2009-06-10 16:55:00.000000164,11.284143
2009-06-10 16:55:00.000000100,11.284096
2009-06-10 16:55:00.00000082,11.284192
2009-06-10 16:55:00.00000090,11.284251
2009-06-10 16:55:00.000000125,11.284635
2009-06-10 16:55:00.000000149,11.284491
2009-06-10 16:55:00.00000068,11.284408
2009-06-10 16:55:00.00000039,11.28437
2009-06-10 16:55:00.000000124,11.284246
2009-06-10 16:55:00.00000053,11.284386
2009-06-10 16:55:00.00000045,11.284408
2009-06-10 16:55:00.000000102,11.28416
2009-06-10 16:55:00.000000140,11.284382
2009-06-10 16:55:00.000000148,11.28419
2009-06-10 16:55:00.000000147,11.284248
2009-06-10 16:55:00.00000097,11.284709
2009-06-10 16:55:00.00000094,11.2844305
2009-06-10 16:55:00.00000078,11.284279
2009-06-10 16:55:00.00000035,11.2846
2009-06-10 16:55:00.00000072,11.284017
2009-06-10 16:55:00.00000031,11.284206
2009-06-10 16:55:00.00000056,11.284208
2009-06-10 16:55:00.000000128,11.284361
2009-06-10 16:55:00.00000057,11.284213
2009-06-10 16:55:00.00000030,11.284104
2009-06-10 16:55:00.00000043,11.283926
2009-06-10 16:55:00.000000146,11.284197
2009-06-10 16:55:00.00000010,11.284141
2009-06-10 16:55:00.00000067,11.284886
2009-06-10 16:55:00.000000119,11.284591
2009-06-10 16:55:00.00000076,11.284409
2009-06-10 16:55:00.00000025,11.28449
2009-06-10 16:55:00.00000071,11.284115
2009-06-10 16:55:00.000000143,11.284465
2013-06-26 11:19:36.0000002,11.284118
2014-09-05 10:02:48.0000004,11.284522
2014-09-05 10:02:48.0000002,11.284219
2014-09-05 10:02:48.0000001,11.28438
2014-09-05 10:02:48.0000003,11.284582
2012-09-19 12:31:40.0000001,11.284527
2012-09-19 12:31:40.0000002,11.284306
2009-03-22 04:31:40.0000002,11.284666
2009-08-27 02:31:44.0000001,11.284206
2009-05-02 20:11:32.0000001,11.284674
2009-05-02 20:11:32.0000004,11.284099
2011-02-20 02:31:16.0000002,11.284606
2011-02-20 02:31:16.0000001,11.2846365
2011-06-24 12:03:00.00000010,11.284659
2011-06-24 12:03:00.00000067,11.284239
2011-06-24 12:03:00.00000071,11.284185
2011-06-24 12:03:00.000000100,11.284223
2011-06-24 12:03:00.000000145,11.284156
2011-06-24 12:03:00.000000152,11.284401
2011-06-24 12:03:00.00000026,11.284117
2011-06-24 12:03:00.000000199,11.284327
2011-06-24 12:03:00.000000195,11.2841835
2011-06-24 12:03:00.000000119,11.284266
2011-06-24 12:03:00.00000086,11.284231
2011-06-24 12:03:00.00000012,11.284025
2011-06-24 12:03:00.00000097,11.285305
2011-06-24 12:03:00.00000058,11.284255
2011-06-24 12:03:00.000000176,11.284269
2011-06-24 12:03:00.000000139,11.284236
2011-06-24 12:03:00.00000048,11.284436
2011-06-24 12:03:00.000000159,11.284604
2011-06-24 12:03:00.00000079,11.284417
2011-06-24 12:03:00.000000138,11.284295
2011-06-24 12:03:00.000000135,11.284301
2011-06-24 12:03:00.000000173,11.284182
2011-06-24 12:03:00.000000162,11.28423
2011-06-24 12:03:00.00000018,11.284336
2011-06-24 12:03:00.000000136,11.284269
2011-06-24 12:03:00.000000185,11.28426
2011-06-24 12:03:00.00000069,11.284224
2011-06-24 12:03:00.000000105,11.284332
2011-06-24 12:03:00.000000180,11.28468
2011-06-24 12:03:00.00000053,11.284231
2011-06-24 12:03:00.000000142,11.284362
2011-06-24 12:03:00.000000188,11.2841015
